name,address,city,phone,type
dusit thai,3221 mission st.,san francisco,415-826-4639,thai
ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese
emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese
eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese
hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers
kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian
la cumbre,515 valencia st.,san francisco,415-863-8205,mexican
la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean
la taqueria,2889 mission st.,san francisco,415-285-7117,mexican
mario's bohemian cigar store cafe,2209 polk st.,san francisco,415-776-8226,italian
marnee thai,2225 irving st.,san francisco,415-665-9500,thai
mel's drive-in,3355 geary st.,san francisco,415-387-2244,hamburgers
mo's burgers,1322 grant st.,san francisco,415-788-3779,hamburgers
phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian
roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,mexican
sally's cafe & bakery,300 de haro st.,san francisco,415-626-6006,american
san francisco bbq,1328 18th st.,san francisco,415-431-8956,thai
slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese
swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood
thep phanom,400 waller st.,san francisco,415-431-2526,thai
ti couz,3108 16th st.,san francisco,415-252-7373,french
trio cafe,1870 fillmore st.,san francisco,415-563-2248,american
tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese
vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,pizza
wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican
